phase	target_id	track	status	skip_reason	source_target_id	source_record_ids	original_entity_count	optimized_entity_count	original_total_len	optimized_total_len	dropped_chain_ids	rules
sequence_recovery	T2278	protein_domain	changed	none	T1278	T1278	0	1	0	380	none	protein_sequence_recovery
sequence_recovery	T2279	protein_domain	changed	none	T1279	T1279	0	1	0	428	none	protein_sequence_recovery
sequence_recovery	T2280	protein_domain	changed	none	T1280	T1280	0	1	0	237	none	protein_sequence_recovery
sequence_recovery	T2284	protein_domain	changed	none	T1284	T1284	0	1	0	120	none	protein_sequence_recovery
large_target_fallback	T0206	protein_domain	unchanged	within_token_limit	none	none	1	1	237	237	none	none
large_target_fallback	T0218	protein_domain	unchanged	within_token_limit	none	none	1	1	1164	1164	none	none
large_target_fallback	T0234	protein_domain	unchanged	within_token_limit	none	none	1	1	413	413	none	none
large_target_fallback	T0235	protein_domain	unchanged	within_token_limit	none	none	1	1	115	115	none	none
large_target_fallback	T0237	protein_domain	unchanged	within_token_limit	none	none	1	1	488	488	none	none
large_target_fallback	T0240	protein_domain	unchanged	within_token_limit	none	none	1	1	653	653	none	none
large_target_fallback	T0246	protein_domain	unchanged	within_token_limit	none	none	1	1	168	168	none	none
large_target_fallback	T0257	protein_domain	unchanged	within_token_limit	none	none	1	1	1263	1263	none	none
large_target_fallback	T0259	protein_domain	unchanged	within_token_limit	none	none	1	1	243	243	none	none
large_target_fallback	T0270	protein_domain	unchanged	within_token_limit	none	none	1	1	437	437	none	none
large_target_fallback	T1201	protein_domain	unchanged	within_token_limit	none	none	1	1	408	408	none	none
large_target_fallback	T1206	protein_domain	unchanged	within_token_limit	none	none	1	1	237	237	none	none
large_target_fallback	T1207	protein_domain	unchanged	within_token_limit	none	none	1	1	144	144	none	none
large_target_fallback	T1210	protein_domain	unchanged	within_token_limit	none	none	1	1	1770	1770	none	none
large_target_fallback	T1218	protein_domain	unchanged	within_token_limit	none	none	1	1	1164	1164	none	none
large_target_fallback	T1226	protein_domain	unchanged	within_token_limit	none	none	1	1	123	123	none	none
large_target_fallback	T1228V1	protein_domain	unchanged	within_token_limit	none	none	1	1	545	545	none	none
large_target_fallback	T1231	protein_domain	unchanged	within_token_limit	none	none	1	1	142	142	none	none
large_target_fallback	T1234	protein_domain	unchanged	within_token_limit	none	none	1	1	413	413	none	none
large_target_fallback	T1235	protein_domain	unchanged	within_token_limit	none	none	1	1	115	115	none	none
large_target_fallback	T1237	protein_domain	unchanged	within_token_limit	none	none	1	1	488	488	none	none
large_target_fallback	T1239V1	protein_domain	unchanged	within_token_limit	none	none	1	1	620	620	none	none
large_target_fallback	T1240	protein_domain	unchanged	within_token_limit	none	none	1	1	653	653	none	none
large_target_fallback	T1243	protein_domain	unchanged	within_token_limit	none	none	1	1	293	293	none	none
large_target_fallback	T1246	protein_domain	unchanged	within_token_limit	none	none	1	1	168	168	none	none
large_target_fallback	T1249V1	protein_domain	unchanged	within_token_limit	none	none	1	1	1464	1464	none	none
large_target_fallback	T1257	protein_domain	unchanged	within_token_limit	none	none	1	1	1263	1263	none	none
large_target_fallback	T1259	protein_domain	unchanged	within_token_limit	none	none	1	1	243	243	none	none
large_target_fallback	T1266	protein_domain	unchanged	within_token_limit	none	none	1	1	316	316	none	none
large_target_fallback	T1269	protein_domain	unchanged	within_token_limit	none	none	1	1	1410	1410	none	none
large_target_fallback	T1270	protein_domain	unchanged	within_token_limit	none	none	1	1	437	437	none	none
large_target_fallback	T1274	protein_domain	unchanged	within_token_limit	none	none	1	1	167	167	none	none
large_target_fallback	T1276	protein_domain	unchanged	within_token_limit	none	none	1	1	196	196	none	none
large_target_fallback	T1278	protein_domain	unchanged	within_token_limit	none	none	1	1	360	360	none	none
large_target_fallback	T1279	protein_domain	unchanged	within_token_limit	none	none	1	1	428	428	none	none
large_target_fallback	T1280	protein_domain	unchanged	within_token_limit	none	none	1	1	237	237	none	none
large_target_fallback	T1284	protein_domain	unchanged	within_token_limit	none	none	1	1	120	120	none	none
large_target_fallback	T1292	protein_domain	unchanged	within_token_limit	none	none	1	1	380	380	none	none
large_target_fallback	T1294V1	protein_domain	unchanged	within_token_limit	none	none	1	1	428	428	none	none
large_target_fallback	T1295	protein_domain	changed	none	none	none	1	1	3752	2345	F,G,H	oversize_prefix_budget:2560,dropped_chains:3
large_target_fallback	T1298	protein_domain	unchanged	within_token_limit	none	none	1	1	684	684	none	none
large_target_fallback	T1299	protein_domain	unchanged	within_token_limit	none	none	1	1	168	168	none	none
large_target_fallback	H0208	protein_oligo	unchanged	within_token_limit	none	none	2	2	646	646	none	none
large_target_fallback	H0215	protein_oligo	unchanged	within_token_limit	none	none	2	2	369	369	none	none
large_target_fallback	H0217	protein_oligo	changed	none	none	none	6	5	2939	2352	F	oversize_prefix_budget:2560,dropped_chains:1
large_target_fallback	H0220	protein_oligo	unchanged	requires_protein_only_job	none	none	0	2	0	0	none	none
large_target_fallback	H0222	protein_oligo	unchanged	within_token_limit	none	none	3	3	485	485	none	none
large_target_fallback	H0223	protein_oligo	unchanged	within_token_limit	none	none	3	3	486	486	none	none
large_target_fallback	H0225	protein_oligo	unchanged	within_token_limit	none	none	3	3	483	483	none	none
large_target_fallback	H0227	protein_oligo	unchanged	within_token_limit	none	none	2	2	1304	1304	none	none
large_target_fallback	H0229	protein_oligo	unchanged	within_token_limit	none	none	2	2	987	987	none	none
large_target_fallback	H0230	protein_oligo	unchanged	within_token_limit	none	none	2	2	984	984	none	none
large_target_fallback	H0232	protein_oligo	unchanged	within_token_limit	none	none	2	2	462	462	none	none
large_target_fallback	H0233	protein_oligo	unchanged	within_token_limit	none	none	3	3	658	658	none	none
large_target_fallback	H0236	protein_oligo	unchanged	within_token_limit	none	none	2	2	528	528	none	none
large_target_fallback	H0244	protein_oligo	unchanged	within_token_limit	none	none	3	3	425	425	none	none
large_target_fallback	H0245	protein_oligo	unchanged	within_token_limit	none	none	2	2	317	317	none	none
large_target_fallback	H0258	protein_oligo	changed	none	none	none	2	1	2827	2535	B	oversize_epitope_cleanup,oversize_prefix_budget:2560,dropped_chains:1
large_target_fallback	H0265	protein_oligo	unchanged	within_token_limit	none	none	2	2	293	293	none	none
large_target_fallback	H0267	protein_oligo	unchanged	within_token_limit	none	none	2	2	926	926	none	none
large_target_fallback	H0272	protein_oligo	changed	none	none	none	9	7	6879	2365	A,H	oversize_prefix_budget:2560,dropped_chains:2
large_target_fallback	H1202	protein_oligo	unchanged	within_token_limit	none	none	2	2	380	380	none	none
large_target_fallback	H1204	protein_oligo	unchanged	within_token_limit	none	none	3	3	846	846	none	none
large_target_fallback	H1208	protein_oligo	unchanged	within_token_limit	none	none	2	2	646	646	none	none
large_target_fallback	H1215	protein_oligo	unchanged	within_token_limit	none	none	2	2	369	369	none	none
large_target_fallback	H1217	protein_oligo	changed	none	none	none	6	5	2939	2352	F	oversize_prefix_budget:2560,dropped_chains:1
large_target_fallback	H1220	protein_oligo	unchanged	requires_protein_only_job	none	none	0	2	0	0	none	none
large_target_fallback	H1222	protein_oligo	unchanged	within_token_limit	none	none	3	3	485	485	none	none
large_target_fallback	H1223	protein_oligo	unchanged	within_token_limit	none	none	3	3	486	486	none	none
large_target_fallback	H1225	protein_oligo	unchanged	within_token_limit	none	none	3	3	483	483	none	none
large_target_fallback	H1227	protein_oligo	unchanged	within_token_limit	none	none	2	2	1304	1304	none	none
large_target_fallback	H1229	protein_oligo	unchanged	within_token_limit	none	none	2	2	987	987	none	none
large_target_fallback	H1230	protein_oligo	unchanged	within_token_limit	none	none	2	2	984	984	none	none
large_target_fallback	H1232	protein_oligo	unchanged	within_token_limit	none	none	2	2	462	462	none	none
large_target_fallback	H1233	protein_oligo	unchanged	within_token_limit	none	none	3	3	658	658	none	none
large_target_fallback	H1236	protein_oligo	unchanged	within_token_limit	none	none	2	2	528	528	none	none
large_target_fallback	H1244	protein_oligo	unchanged	within_token_limit	none	none	3	3	425	425	none	none
large_target_fallback	H1245	protein_oligo	unchanged	within_token_limit	none	none	2	2	317	317	none	none
large_target_fallback	H1258	protein_oligo	changed	none	none	none	2	1	2827	2535	B	oversize_epitope_cleanup,oversize_prefix_budget:2560,dropped_chains:1
large_target_fallback	H1265	protein_oligo	unchanged	within_token_limit	none	none	2	2	293	293	none	none
large_target_fallback	H1267	protein_oligo	unchanged	within_token_limit	none	none	2	2	926	926	none	none
large_target_fallback	H1272	protein_oligo	changed	none	none	none	9	7	6879	2365	A,H	oversize_prefix_budget:2560,dropped_chains:2
large_target_fallback	T0206O	protein_oligo	unchanged	within_token_limit	none	none	1	1	237	237	none	none
large_target_fallback	T0218O	protein_oligo	unchanged	within_token_limit	none	none	1	1	1164	1164	none	none
large_target_fallback	T0234O	protein_oligo	unchanged	within_token_limit	none	none	1	1	413	413	none	none
large_target_fallback	T0235O	protein_oligo	unchanged	within_token_limit	none	none	1	1	115	115	none	none
large_target_fallback	T0237O	protein_oligo	unchanged	within_token_limit	none	none	1	1	488	488	none	none
large_target_fallback	T0240O	protein_oligo	unchanged	within_token_limit	none	none	1	1	653	653	none	none
large_target_fallback	T0257O	protein_oligo	unchanged	within_token_limit	none	none	1	1	1263	1263	none	none
large_target_fallback	T0259O	protein_oligo	unchanged	within_token_limit	none	none	1	1	243	243	none	none
large_target_fallback	T0270O	protein_oligo	unchanged	within_token_limit	none	none	1	1	437	437	none	none
large_target_fallback	T1201O	protein_oligo	unchanged	within_token_limit	none	none	1	1	408	408	none	none
large_target_fallback	T1206O	protein_oligo	unchanged	within_token_limit	none	none	1	1	237	237	none	none
large_target_fallback	T1218O	protein_oligo	unchanged	within_token_limit	none	none	1	1	1164	1164	none	none
large_target_fallback	T1234O	protein_oligo	unchanged	within_token_limit	none	none	1	1	413	413	none	none
large_target_fallback	T1235O	protein_oligo	unchanged	within_token_limit	none	none	1	1	115	115	none	none
large_target_fallback	T1237O	protein_oligo	unchanged	within_token_limit	none	none	1	1	488	488	none	none
large_target_fallback	T1240O	protein_oligo	unchanged	within_token_limit	none	none	1	1	653	653	none	none
large_target_fallback	T1249V1O	protein_oligo	unchanged	within_token_limit	none	none	1	1	1464	1464	none	none
large_target_fallback	T1257O	protein_oligo	unchanged	within_token_limit	none	none	1	1	1263	1263	none	none
large_target_fallback	T1259O	protein_oligo	unchanged	within_token_limit	none	none	1	1	243	243	none	none
large_target_fallback	T1270O	protein_oligo	unchanged	within_token_limit	none	none	1	1	437	437	none	none
large_target_fallback	T1292O	protein_oligo	unchanged	within_token_limit	none	none	1	1	380	380	none	none
large_target_fallback	T1294V1O	protein_oligo	unchanged	within_token_limit	none	none	1	1	428	428	none	none
large_target_fallback	T1295O	protein_oligo	changed	none	none	none	1	1	3752	2345	F,G,H	oversize_prefix_budget:2560,dropped_chains:3
large_target_fallback	T1298O	protein_oligo	unchanged	within_token_limit	none	none	1	1	684	684	none	none
large_target_fallback	T1212	protein_domain	unchanged	within_token_limit	none	none	1	1	466	466	none	none
large_target_fallback	T1228V2	protein_domain	unchanged	within_token_limit	none	none	1	1	545	545	none	none
large_target_fallback	T1239V2	protein_domain	unchanged	within_token_limit	none	none	1	1	620	620	none	none
large_target_fallback	T1294V2	protein_domain	unchanged	within_token_limit	none	none	1	1	428	428	none	none
large_target_fallback	T2201	protein_domain	unchanged	within_token_limit	none	none	1	1	420	420	none	none
large_target_fallback	T2206	protein_domain	unchanged	within_token_limit	none	none	1	1	474	474	none	none
large_target_fallback	T2207	protein_domain	unchanged	within_token_limit	none	none	1	1	144	144	none	none
large_target_fallback	T2210	protein_domain	unchanged	within_token_limit	none	none	1	1	1770	1770	none	none
large_target_fallback	T2218	protein_domain	unchanged	within_token_limit	none	none	1	1	2328	2328	none	none
large_target_fallback	T2226	protein_domain	unchanged	within_token_limit	none	none	1	1	123	123	none	none
large_target_fallback	T2231	protein_domain	unchanged	within_token_limit	none	none	1	1	142	142	none	none
large_target_fallback	T2234	protein_domain	unchanged	within_token_limit	none	none	1	1	1239	1239	none	none
large_target_fallback	T2235	protein_domain	unchanged	within_token_limit	none	none	1	1	690	690	none	none
large_target_fallback	T2237	protein_domain	unchanged	within_token_limit	none	none	1	1	1952	1952	none	none
large_target_fallback	T2240	protein_domain	unchanged	within_token_limit	none	none	1	1	1959	1959	none	none
large_target_fallback	T2243	protein_domain	unchanged	within_token_limit	none	none	1	1	293	293	none	none
large_target_fallback	T2246	protein_domain	unchanged	within_token_limit	none	none	1	1	168	168	none	none
large_target_fallback	T2249V1	protein_domain	unchanged	within_token_limit	none	none	1	1	1464	1464	none	none
large_target_fallback	T2257	protein_domain	changed	none	none	none	1	1	3789	2526	C	oversize_prefix_budget:2560,dropped_chains:1
large_target_fallback	T2259	protein_domain	unchanged	within_token_limit	none	none	1	1	729	729	none	none
large_target_fallback	T2266	protein_domain	unchanged	within_token_limit	none	none	1	1	336	336	none	none
large_target_fallback	T2269	protein_domain	unchanged	within_token_limit	none	none	1	1	1410	1410	none	none
large_target_fallback	T2270	protein_domain	changed	none	none	none	1	1	2622	2185	F	oversize_prefix_budget:2560,dropped_chains:1
large_target_fallback	T2274	protein_domain	unchanged	within_token_limit	none	none	1	1	167	167	none	none
large_target_fallback	T2276	protein_domain	unchanged	within_token_limit	none	none	1	1	196	196	none	none
large_target_fallback	T2278	protein_domain	unchanged	within_token_limit	none	none	1	1	380	380	none	none
large_target_fallback	T2279	protein_domain	unchanged	within_token_limit	none	none	1	1	428	428	none	none
large_target_fallback	T2280	protein_domain	unchanged	within_token_limit	none	none	1	1	237	237	none	none
large_target_fallback	T2284	protein_domain	unchanged	within_token_limit	none	none	1	1	120	120	none	none
