run_id,benchmark,track,target_id,rank_eligible,prediction_path,reference_path,metric,score,gdt_ts_norm,tm_score,qsglob,dockq,status,message
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1212,true,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9b0l.cif,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1218,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1226,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1228V1,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1228V2,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1231,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1234,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/T1234/seed_101/predictions/T1234_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8qpq.cif,GDT_TS_norm,0.578300,0.578300,0.697400,,,ok,
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1235,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/T1235/seed_101/predictions/T1235_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8qpq.cif,GDT_TS_norm,0.030300,0.030300,0.056200,,,ok,
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1237,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1239V1,true,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9dxd.cif,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1239V2,true,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9dxd.cif,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1240,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1243,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1246,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1249V1,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/T1249V1/seed_101/predictions/T1249V1_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9fya.cif,GDT_TS_norm,0.913500,0.913500,0.933100,,,ok,
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1257,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1259,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1266,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/T1266/seed_101/predictions/T1266_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8qfb.cif,GDT_TS_norm,0.000000,0.000000,0.000000,,,ok,
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1269,true,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9gvq.cif,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1270,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1274,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1276,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1278,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1279,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1280,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/T1280/seed_101/predictions/T1280_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9f5m.cif,GDT_TS_norm,0.000000,0.000000,0.000000,,,ok,
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1284,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1292,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1294V1,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1294V2,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1295,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1298,true,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9sfa.cif,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T1299,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/T1299/seed_101/predictions/T1299_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9fjl.cif,GDT_TS_norm,0.952400,0.952400,0.963100,,,ok,
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2201,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2206,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2207,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2210,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2218,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2226,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2231,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2234,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2235,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2237,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2240,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2243,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2246,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2249V1,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2257,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2259,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2266,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2269,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2270,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2274,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2276,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2278,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2279,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2280,true,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9f5m.cif,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_domain,T2284,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0208,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0215,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0217,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0220,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/H0220/seed_101/predictions/H0220_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9h1g.cif,QSglob,0.000000,,,,,metric_unavailable,QSglob_scorer_not_found
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0222,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/H0222/seed_101/predictions/H0222_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cqd.cif,QSglob,0.000000,,,,,metric_unavailable,QSglob_scorer_not_found
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0223,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/H0223/seed_101/predictions/H0223_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cqb.cif,QSglob,0.000000,,,,,metric_unavailable,QSglob_scorer_not_found
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0225,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/H0225/seed_101/predictions/H0225_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cqa.cif,QSglob,0.000000,,,,,metric_unavailable,QSglob_scorer_not_found
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0227,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/H0227/seed_101/predictions/H0227_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9n8w.cif,QSglob,0.000000,,,,,metric_unavailable,QSglob_scorer_not_found
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0229,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0230,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0232,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/H0232/seed_101/predictions/H0232_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cn2.cif,QSglob,0.000000,,,,,metric_unavailable,QSglob_scorer_not_found
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0233,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/H0233/seed_101/predictions/H0233_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cbn.cif,QSglob,0.000000,,,,,metric_unavailable,QSglob_scorer_not_found
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0236,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/H0236/seed_101/predictions/H0236_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8qpq.cif,QSglob,0.000000,,,,,metric_unavailable,QSglob_scorer_not_found
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0244,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0245,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0258,true,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9ci3.cif,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0265,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0267,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H0272,true,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9c3c.cif,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H1202,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/H1202/seed_101/predictions/H1202_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8bwl.cif,QSglob,0.000000,,,,,metric_unavailable,QSglob_scorer_not_found
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H1204,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/H1204/seed_101/predictions/H1204_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8vyl.cif,QSglob,0.000000,,,,,metric_unavailable,QSglob_scorer_not_found
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H1208,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H1213,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/H1213/seed_101/predictions/H1213_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9nb9.cif,QSglob,0.000000,,,,,metric_unavailable,QSglob_scorer_not_found
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H1215,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H1217,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H1220,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/H1220/seed_101/predictions/H1220_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9h1g.cif,QSglob,0.000000,,,,,metric_unavailable,QSglob_scorer_not_found
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H1222,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/H1222/seed_101/predictions/H1222_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cqd.cif,QSglob,0.000000,,,,,metric_unavailable,QSglob_scorer_not_found
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H1223,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/H1223/seed_101/predictions/H1223_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cqb.cif,QSglob,0.000000,,,,,metric_unavailable,QSglob_scorer_not_found
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H1225,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/H1225/seed_101/predictions/H1225_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cqa.cif,QSglob,0.000000,,,,,metric_unavailable,QSglob_scorer_not_found
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H1227,true,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9n8w.cif,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H1229,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H1230,true,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H1232,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/H1232/seed_101/predictions/H1232_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cn2.cif,QSglob,0.000000,,,,,metric_unavailable,QSglob_scorer_not_found
server_eval_opendde_v1_full_msa_template_bf16_h1220_t1220s1,casp16_server_protein_v1,protein_oligo,H1233,true,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/opendde_v1_full_msa_template_bf16_directrelp_torchtrimul_h1220_t1220s1_corrected_protein_skipconf/predictions/opendde_v1/H1233/seed_101/predictions/H1233_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cbn.cif,QSglob,0.000000,,,,,metric_unavailable,QSglob_scorer_not_found
