target_id	run_id	seed	prediction_path	candidate_ref	reference_path	status	gdt_ts_norm	tm_score	message
T1228V1	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	seed_101	runs/server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101/predictions/protenix-v2/T1228V1/seed_101/predictions/T1228V1_sample_0.cif	9Y66	https://files.rcsb.org/download/9Y66.cif	ok	0.010300	0.019400	
T1278	server_protenix_full_msa_template_seed101	seed_101	runs/server_protenix_full_msa_template_seed101/predictions/protenix-v2/T1278/seed_101/predictions/T1278_sample_0.cif	9HAV	https://files.rcsb.org/download/9HAV.cif	ok	0.105800	0.235900	
T1278	server_protenix_full_msa_template_seed101	seed_101	runs/server_protenix_full_msa_template_seed101/predictions/protenix-v2/T1278/seed_101/predictions/T1278_sample_0.cif	9HAW	https://files.rcsb.org/download/9HAW.cif	ok	0.104700	0.235100	
T1278	server_protenix_full_msa_template_seed101	seed_101	runs/server_protenix_full_msa_template_seed101/predictions/protenix-v2/T1278/seed_101/predictions/T1278_sample_0.cif	9HAX	https://files.rcsb.org/download/9HAX.cif	ok	0.104800	0.233500	
T1278	server_protenix_full_msa_template_seed101	seed_101	runs/server_protenix_full_msa_template_seed101/predictions/protenix-v2/T1278/seed_101/predictions/T1278_sample_0.cif	9HAY	https://files.rcsb.org/download/9HAY.cif	ok	0.106100	0.236100	
T1278	server_protenix_yang_terminal_tag_cleanup_seed101	seed_101	runs/server_protenix_yang_terminal_tag_cleanup_seed101/predictions/protenix-v2/T1278/seed_101/predictions/T1278_sample_0.cif	9HAV	https://files.rcsb.org/download/9HAV.cif	ok	0.069500	0.190300	
T1278	server_protenix_yang_terminal_tag_cleanup_seed101	seed_101	runs/server_protenix_yang_terminal_tag_cleanup_seed101/predictions/protenix-v2/T1278/seed_101/predictions/T1278_sample_0.cif	9HAW	https://files.rcsb.org/download/9HAW.cif	ok	0.067800	0.190000	
T1278	server_protenix_yang_terminal_tag_cleanup_seed101	seed_101	runs/server_protenix_yang_terminal_tag_cleanup_seed101/predictions/protenix-v2/T1278/seed_101/predictions/T1278_sample_0.cif	9HAX	https://files.rcsb.org/download/9HAX.cif	ok	0.068900	0.189900	
T1278	server_protenix_yang_terminal_tag_cleanup_seed101	seed_101	runs/server_protenix_yang_terminal_tag_cleanup_seed101/predictions/protenix-v2/T1278/seed_101/predictions/T1278_sample_0.cif	9HAY	https://files.rcsb.org/download/9HAY.cif	ok	0.068200	0.190600	
T1278	server_attack_protenix_terminal_tag_seed101_105	seed_101	runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T1278/seed_101/predictions/T1278_sample_0.cif	9HAV	https://files.rcsb.org/download/9HAV.cif	ok	0.069500	0.190300	
T1278	server_attack_protenix_terminal_tag_seed101_105	seed_101	runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T1278/seed_101/predictions/T1278_sample_0.cif	9HAW	https://files.rcsb.org/download/9HAW.cif	ok	0.067800	0.190000	
T1278	server_attack_protenix_terminal_tag_seed101_105	seed_101	runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T1278/seed_101/predictions/T1278_sample_0.cif	9HAX	https://files.rcsb.org/download/9HAX.cif	ok	0.068900	0.189900	
T1278	server_attack_protenix_terminal_tag_seed101_105	seed_101	runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T1278/seed_101/predictions/T1278_sample_0.cif	9HAY	https://files.rcsb.org/download/9HAY.cif	ok	0.068200	0.190600	
T1278	server_attack_protenix_terminal_tag_seed101_105	seed_102	runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T1278/seed_102/predictions/T1278_sample_0.cif	9HAV	https://files.rcsb.org/download/9HAV.cif	ok	0.068000	0.190700	
T1278	server_attack_protenix_terminal_tag_seed101_105	seed_102	runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T1278/seed_102/predictions/T1278_sample_0.cif	9HAW	https://files.rcsb.org/download/9HAW.cif	ok	0.066400	0.190400	
T1278	server_attack_protenix_terminal_tag_seed101_105	seed_102	runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T1278/seed_102/predictions/T1278_sample_0.cif	9HAX	https://files.rcsb.org/download/9HAX.cif	ok	0.066700	0.189900	
T1278	server_attack_protenix_terminal_tag_seed101_105	seed_102	runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T1278/seed_102/predictions/T1278_sample_0.cif	9HAY	https://files.rcsb.org/download/9HAY.cif	ok	0.066800	0.191000	
T1278	server_attack_protenix_terminal_tag_seed101_105	seed_103	runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T1278/seed_103/predictions/T1278_sample_0.cif	9HAV	https://files.rcsb.org/download/9HAV.cif	ok	0.069500	0.190500	
T1278	server_attack_protenix_terminal_tag_seed101_105	seed_103	runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T1278/seed_103/predictions/T1278_sample_0.cif	9HAW	https://files.rcsb.org/download/9HAW.cif	ok	0.066400	0.190200	
T1278	server_attack_protenix_terminal_tag_seed101_105	seed_103	runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T1278/seed_103/predictions/T1278_sample_0.cif	9HAX	https://files.rcsb.org/download/9HAX.cif	ok	0.067400	0.189700	
T1278	server_attack_protenix_terminal_tag_seed101_105	seed_103	runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T1278/seed_103/predictions/T1278_sample_0.cif	9HAY	https://files.rcsb.org/download/9HAY.cif	ok	0.067500	0.190800	
T1278	server_attack_protenix_terminal_tag_seed101_105	seed_104	runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T1278/seed_104/predictions/T1278_sample_0.cif	9HAV	https://files.rcsb.org/download/9HAV.cif	ok	0.069500	0.190300	
T1278	server_attack_protenix_terminal_tag_seed101_105	seed_104	runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T1278/seed_104/predictions/T1278_sample_0.cif	9HAW	https://files.rcsb.org/download/9HAW.cif	ok	0.068600	0.189800	
T1278	server_attack_protenix_terminal_tag_seed101_105	seed_104	runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T1278/seed_104/predictions/T1278_sample_0.cif	9HAX	https://files.rcsb.org/download/9HAX.cif	ok	0.068900	0.189800	
T1278	server_attack_protenix_terminal_tag_seed101_105	seed_104	runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T1278/seed_104/predictions/T1278_sample_0.cif	9HAY	https://files.rcsb.org/download/9HAY.cif	ok	0.068200	0.190600	
T1278	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	seed_101	runs/server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101/predictions/protenix-v2/T1278/seed_101/predictions/T1278_sample_0.cif	9HAV	https://files.rcsb.org/download/9HAV.cif	ok	0.069500	0.190300	
T1278	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	seed_101	runs/server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101/predictions/protenix-v2/T1278/seed_101/predictions/T1278_sample_0.cif	9HAW	https://files.rcsb.org/download/9HAW.cif	ok	0.067800	0.190400	
T1278	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	seed_101	runs/server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101/predictions/protenix-v2/T1278/seed_101/predictions/T1278_sample_0.cif	9HAX	https://files.rcsb.org/download/9HAX.cif	ok	0.068900	0.189900	
T1278	server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101	seed_101	runs/server_v2_protenix_yang_oligo_sequence_stoich_low_complexity_large_fallback_seed101/predictions/protenix-v2/T1278/seed_101/predictions/T1278_sample_0.cif	9HAY	https://files.rcsb.org/download/9HAY.cif	ok	0.068200	0.190600	
