run_id,benchmark,track,target_id,rank_eligible,selected_model_policy,budget_tier,candidate_count,observed_candidate_count,prediction_path,prediction_match_type,prediction_match_alias,confidence_path,selection_score,reference_path,metric,score,gdt_ts_norm,tm_score,qsglob,dockq,status,message
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1210,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1210/seed_101/predictions/T1210_sample_0.cif,exact,T1210,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9enr.cif,GDT_TS_norm,0.714900,0.714900,0.958400,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1212,true,first_output_only,diagnostic,1,0,,,,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9b0l.cif,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1218,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1226,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1228V1,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1228V2,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1231,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1234,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1234/seed_101/predictions/T1234_sample_0.cif,exact,T1234,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8qpq.cif,GDT_TS_norm,0.825800,0.825800,0.892000,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1235,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1235/seed_101/predictions/T1235_sample_0.cif,exact,T1235,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8qpq.cif,GDT_TS_norm,0.030300,0.030300,0.056800,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1237,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1239V1,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1239V1/seed_101/predictions/T1239V1_sample_0.cif,exact,T1239V1,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9dxd.cif,GDT_TS_norm,0.010700,0.010700,0.020700,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1239V2,true,first_output_only,diagnostic,1,0,,,,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9dxd.cif,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1240,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1243,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1246,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1249V1,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1249V1/seed_101/predictions/T1249V1_sample_0.cif,exact,T1249V1,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9fya.cif,GDT_TS_norm,0.862800,0.862800,0.908100,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1257,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1259,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1266,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1266/seed_101/predictions/T1266_sample_0.cif,exact,T1266,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8qfb.cif,GDT_TS_norm,0.000000,0.000000,0.000000,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1269,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1269/seed_101/predictions/T1269_sample_0.cif,exact,T1269,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9gvq.cif,GDT_TS_norm,0.023000,0.023000,0.134500,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1270,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1274,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1276,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1278,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1279,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1280,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1280/seed_101/predictions/T1280_sample_0.cif,exact,T1280,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9f5m.cif,GDT_TS_norm,0.000000,0.000000,0.000000,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1284,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1292,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1294V1,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1294V2,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1295,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1298,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1298/seed_101/predictions/T1298_sample_0.cif,exact,T1298,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9sfa.cif,GDT_TS_norm,0.309000,0.309000,0.503500,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T1299,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1299/seed_101/predictions/T1299_sample_0.cif,exact,T1299,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9fjl.cif,GDT_TS_norm,0.913700,0.913700,0.948700,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2201,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2201/seed_101/predictions/T2201_sample_0.cif,exact,T2201,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8bwd.cif,GDT_TS_norm,0.102100,0.102100,0.142100,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2206,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2206/seed_101/predictions/T2206_sample_0.cif,exact,T2206,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cp0.cif,GDT_TS_norm,0.000000,0.000000,0.000000,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2207,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2210,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2210/seed_101/predictions/T2210_sample_0.cif,exact,T2210,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9enr.cif,GDT_TS_norm,0.695200,0.695200,0.955700,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2218,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2226,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2231,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2234,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2234/seed_101/predictions/T2234_sample_0.cif,exact,T2234,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8qpq.cif,GDT_TS_norm,0.809500,0.809500,0.891600,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2235,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2235/seed_101/predictions/T2235_sample_0.cif,exact,T2235,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8qpq.cif,GDT_TS_norm,0.030900,0.030900,0.056600,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2237,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2240,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2243,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2246,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2249V1,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2249V1/seed_101/predictions/T2249V1_sample_0.cif,exact,T2249V1,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9fya.cif,GDT_TS_norm,0.924800,0.924800,0.942200,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2257,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2259,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2266,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2266/seed_101/predictions/T2266_sample_0.cif,exact,T2266,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8qfb.cif,GDT_TS_norm,0.000000,0.000000,0.000000,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2269,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2269/seed_101/predictions/T2269_sample_0.cif,exact,T2269,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9gvq.cif,GDT_TS_norm,0.021700,0.021700,0.144800,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2270,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2274,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2276,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2278,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2279,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2280,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2280/seed_101/predictions/T2280_sample_0.cif,exact,T2280,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9f5m.cif,GDT_TS_norm,0.000000,0.000000,0.000000,,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_domain,T2284,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_oligo,H0208,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_oligo,H0215,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_oligo,H0217,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_oligo,H0220,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H0220/seed_101/predictions/H0220_sample_0.cif,exact,H0220,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9h1g.cif,QSglob,0.000000,,,0.000000,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_oligo,H0222,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H0222/seed_101/predictions/H0222_sample_0.cif,exact,H0222,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cqd.cif,QSglob,0.074000,,,0.074000,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_oligo,H0223,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H0223/seed_101/predictions/H0223_sample_0.cif,exact,H0223,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cqb.cif,QSglob,0.591000,,,0.591000,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_oligo,H0225,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H0225/seed_101/predictions/H0225_sample_0.cif,exact,H0225,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cqa.cif,QSglob,0.270000,,,0.270000,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_oligo,H0227,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H0227/seed_101/predictions/H0227_sample_0.cif,exact,H0227,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9n8w.cif,QSglob,0.024000,,,0.024000,,ok,
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_oligo,H0229,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_oligo,H0230,true,first_output_only,diagnostic,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_scoreable_attack_seed101_partial_diagnostic_20260707,casp16_server_protein_v2_aliasfix,protein_oligo,H0232,true,first_output_only,diagnostic,1,1,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H0232/seed_101/predictions/H0232_sample_0.cif,exact,H0232,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cn2.cif,QSglob,0.000000,,,0.000000,,ok,
