shard_id	task_index	source_index	task_name	token_estimate	chain_count	entity_count
scoreable_input_repair_antibody_fv_size_balanced_05	3	19	H0223	273	3	3
scoreable_input_repair_antibody_fv_size_balanced_05	4	25	H0232	924	4	2
scoreable_input_repair_antibody_fv_size_balanced_05	5	27	H2232	924	4	2
scoreable_input_repair_antibody_fv_size_balanced_05	6	42	H1272	2285	7	7
scoreable_input_repair_antibody_fv_size_balanced_05	7	45	H1220	2515	5	2
scoreable_input_repair_antibody_fv_size_balanced_05	8	51	T0234	413	1	1
scoreable_input_repair_antibody_fv_size_balanced_05	9	54	T1206	237	1	1
scoreable_input_repair_antibody_fv_size_balanced_05	10	59	T1249V1	1464	3	1
scoreable_input_repair_antibody_fv_size_balanced_05	11	63	T1298	684	2	1
scoreable_input_repair_antibody_fv_size_balanced_05	12	65	T2201	408	2	1
scoreable_input_repair_antibody_fv_size_balanced_05	13	77	T1269V1O	1410	1	1
scoreable_input_repair_antibody_fv_size_balanced_06	1	5	T2206O	237	1	1
scoreable_input_repair_antibody_fv_size_balanced_06	2	7	H2202	380	4	2
scoreable_input_repair_antibody_fv_size_balanced_06	3	11	T1234O	413	1	1
scoreable_input_repair_antibody_fv_size_balanced_06	4	21	H2223	273	3	3
scoreable_input_repair_antibody_fv_size_balanced_06	5	28	H0227	1304	2	2
scoreable_input_repair_antibody_fv_size_balanced_06	6	33	H2233	894	6	3
scoreable_input_repair_antibody_fv_size_balanced_06	7	34	H1213	1373	5	5
scoreable_input_repair_antibody_fv_size_balanced_06	8	43	H2272	2285	7	7
scoreable_input_repair_antibody_fv_size_balanced_06	9	46	H2220	2515	5	2
scoreable_input_repair_antibody_fv_size_balanced_06	10	57	T1235	115	1	1
scoreable_input_repair_antibody_fv_size_balanced_06	11	68	T2234	413	1	1
scoreable_input_repair_antibody_fv_size_balanced_06	12	70	T2249V1	1464	3	1
scoreable_input_repair_antibody_fv_size_balanced_06	13	73	T2280	237	1	1
