run_id	benchmark	status	backend	strategy	model_name	seeds	sample	candidate_count	budget_tier	selected_model_policy	fixed_budget	rank_eligible	msa_reuse_coverage_fraction	msa_reuse_missing_source	run_dir
server_v2_attack_scoreable_size_balanced_shard03_msa_reuse_protenix25_seed111_115	casp16_server_protein_v2_aliasfix	deferred:await_protenix5_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix25	protenix-v2	111,112,113,114,115	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard03_msa_reuse_protenix25_seed111_115
server_v2_attack_scoreable_size_balanced_shard03_msa_reuse_protenix25_seed116_120	casp16_server_protein_v2_aliasfix	deferred:await_protenix5_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix25	protenix-v2	116,117,118,119,120	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard03_msa_reuse_protenix25_seed116_120
server_v2_attack_scoreable_size_balanced_shard03_msa_reuse_protenix25_seed121_125	casp16_server_protein_v2_aliasfix	deferred:await_protenix5_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix25	protenix-v2	121,122,123,124,125	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard03_msa_reuse_protenix25_seed121_125
server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix25_seed106_110	casp16_server_protein_v2_aliasfix	deferred:await_protenix5_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix25	protenix-v2	106,107,108,109,110	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix25_seed106_110
server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix25_seed111_115	casp16_server_protein_v2_aliasfix	deferred:await_protenix5_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix25	protenix-v2	111,112,113,114,115	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix25_seed111_115
server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix25_seed116_120	casp16_server_protein_v2_aliasfix	deferred:await_protenix5_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix25	protenix-v2	116,117,118,119,120	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix25_seed116_120
server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix25_seed121_125	casp16_server_protein_v2_aliasfix	deferred:await_protenix5_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix25	protenix-v2	121,122,123,124,125	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard04_msa_reuse_protenix25_seed121_125
server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix25_seed106_110	casp16_server_protein_v2_aliasfix	deferred:await_protenix5_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix25	protenix-v2	106,107,108,109,110	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix25_seed106_110
server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix25_seed111_115	casp16_server_protein_v2_aliasfix	deferred:await_protenix5_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix25	protenix-v2	111,112,113,114,115	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix25_seed111_115
server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix25_seed116_120	casp16_server_protein_v2_aliasfix	deferred:await_protenix5_score	protenix	target_shards_scoreable_size_balanced_v1_server_attack_protenix25	protenix-v2	116,117,118,119,120	1	5	server_attack	protenix_confidence_v1	True	False	1.0	0	/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_size_balanced_shard05_msa_reuse_protenix25_seed116_120
